id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,imdb_popularity,YearGroup
tm60844,Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,2012,NC-17,76,"['fantasy', 'war', 'animation', 'action', 'drama', 'horror']",['JP'],0,tt2311238,7.5,12278,15.761,2010
tm160132,Soul Surfer,MOVIE,2011,PG,112,"['drama', 'family', 'sport']",['US'],0,tt1596346,7,49101,44.641,2010
ts27468,Transformers: Rescue Bots,SHOW,2012,TV-Y7,22,"['action', 'scifi', 'comedy', 'family', 'animation']",['US'],4,tt2139371,6.4,915,18.838,2010
tm172716,Final Destination 5,MOVIE,2011,R,92,"['horror', 'thriller', 'action', 'fantasy', 'documentation', 'european']",['US'],0,tt1622979,5.9,114505,63.749,2010
tm278681,Puss in Boots,MOVIE,2011,PG,79,"['comedy', 'animation', 'family', 'fantasy', 'action']",['US'],0,tt0448694,6.6,156144,41.19,2010
tm40319,Savages,MOVIE,2012,R,131,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt1615065,6.4,129199,16.038,2010
ts20556,Teen Mom 2,SHOW,2011,TV-14,41,"['reality', 'romance', 'documentation', 'comedy']",['US'],11,tt1821220,4.5,28,24.248,2010
tm173624,Hall Pass,MOVIE,2011,R,105,"['romance', 'comedy']",['US'],0,tt0480687,5.9,125098,27.533,2010
ts9794,Comedians in Cars Getting Coffee,SHOW,2012,TV-14,20,"['comedy', 'family', 'animation']",['US'],11,tt2314952,8,12363,26.158,2010
ts20500,Lilyhammer,SHOW,2012,TV-MA,45,"['crime', 'comedy', 'drama']",['NO'],3,tt1958961,7.9,29196,15.935,2010
tm62210,Rurouni Kenshin Part I: Origins,MOVIE,2012,PG-13,134,"['drama', 'war', 'action', 'history']",['JP'],0,tt1979319,7.4,25793,26.614,2010
tm167232,Unknown,MOVIE,2011,PG-13,113,"['action', 'thriller', 'european']","['GB', 'FR', 'DE']",0,tt1401152,6.8,259696,61.423,2010
ts34151,TIGER & BUNNY,SHOW,2011,TV-14,26,"['scifi', 'action', 'animation', 'comedy', 'crime']",['JP'],2,tt2061527,7.3,998,14.385,2010
ts11151,Fate/Zero,SHOW,2011,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",['JP'],2,tt2051178,8.2,12568,40.567,2010
tm173195,The Rite,MOVIE,2011,PG-13,114,"['drama', 'thriller', 'horror']","['US', 'HU', 'IT']",0,tt1161864,6,96915,24.872,2010
ts9246,Blue Exorcist,SHOW,2011,TV-14,24,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']",['JP'],2,tt1799631,7.5,12741,44.755,2010
ts19779,Barbie: Life in the Dreamhouse,SHOW,2012,TV-Y,6,"['animation', 'comedy', 'family']",['US'],7,tt2644032,7.3,1806,18.766,2010
tm175346,Mean Girls 2,MOVIE,2011,PG-13,96,['comedy'],['US'],0,tt1679235,4.1,23287,39.834,2010
tm160371,A Very Harold & Kumar Christmas,MOVIE,2011,R,108,"['comedy', 'fantasy', 'romance']",['US'],0,tt1268799,6.2,69241,16.887,2010
ts7708,anohana: The Flower We Saw That Day,SHOW,2011,TV-PG,23,"['drama', 'fantasy', 'romance', 'animation']",['JP'],1,tt1913273,8.2,12682,27.728,2010
ts27586,Magi,SHOW,2012,TV-14,24,"['scifi', 'action', 'comedy', 'animation', 'fantasy']",['JP'],3,tt2425098,7.8,3899,20.767,2010
ts18551,Cuckoo,SHOW,2012,TV-14,27,"['comedy', 'drama', 'european']",['GB'],5,tt2329333,5.9,20,19.717,2010
tm174256,Red Riding Hood,MOVIE,2011,PG-13,100,"['fantasy', 'thriller', 'horror', 'drama', 'romance']","['CA', 'US']",0,tt1486185,5.4,111483,23.463,2010
ts34740,My Babysitter's a Vampire,SHOW,2011,TV-PG,22,"['scifi', 'fantasy', 'horror', 'action', 'comedy']","['US', 'CA']",2,tt1727434,6.9,4367,19.118,2010
ts22249,Kuroko's Basketball,SHOW,2012,TV-14,24,"['animation', 'comedy', 'sport']",['JP'],3,tt2348803,8.3,8052,51.824,2010
tm165995,New Year's Eve,MOVIE,2011,PG-13,113,"['comedy', 'romance', 'documentation']",['US'],0,tt1598822,5.6,85658,24.531,2010
tm168921,The Smurfs,MOVIE,2011,PG,103,"['fantasy', 'comedy', 'family', 'animation']",['US'],0,tt0472181,5.4,89316,40.268,2010
tm178323,Jack and Jill,MOVIE,2011,PG,91,"['comedy', 'horror']",['US'],0,tt0810913,3.3,83727,43.997,2010
tm106278,Everything Must Go,MOVIE,2011,R,97,"['comedy', 'drama']",['US'],0,tt1531663,6.4,50431,7.287,2010
ts36647,Rita,SHOW,2012,TV-MA,40,"['comedy', 'drama', 'european']",['DK'],5,tt1973692,8.1,8718,13.801,2010
ts34921,Wolverine,SHOW,2011,TV-14,24,"['action', 'scifi', 'animation']",['JP'],1,tt1847521,6.2,1458,11.084,2010
tm59590,One Piece Film: Z,MOVIE,2012,PG-13,108,"['action', 'animation', 'fantasy']",['JP'],0,tt2375379,7.8,7002,38.397,2010
ts35426,LEGO City,SHOW,2011,TV-G,4,"['animation', 'european']",['GB'],3,tt7530250,5,37,3.268,2010
tm174683,Arthur Christmas,MOVIE,2011,PG,97,"['drama', 'animation', 'family', 'comedy', 'fantasy']","['GB', 'US']",0,tt1430607,7.1,58296,15.795,2010
ts27835,MeatEater,SHOW,2012,TV-14,22,['documentation'],['US'],10,tt2169245,7.5,1462,7.08,2010
ts45996,Outback Truckers,SHOW,2012,TV-14,44,"['reality', 'documentation']",['AU'],9,tt5632186,7.4,264,14.65,2010
ts55532,LEGO Friends,SHOW,2012,TV-Y,16,"['animation', 'european']",['US'],5,tt9148446,7.6,16,4.054,2010
tm69386,Quartet,MOVIE,2012,PG-13,98,"['romance', 'comedy', 'drama', 'music']",['GB'],0,tt1441951,6.8,20194,7.473,2010
tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,2012,R,80,"['fantasy', 'drama', 'horror', 'animation', 'action']",['JP'],0,tt2358911,7.7,10257,13.833,2010
ts34737,La Reina del Sur,SHOW,2011,TV-MA,42,"['drama', 'action', 'crime', 'thriller']",['MX'],2,tt1704637,8,2445,99.071,2010
ts21081,Pablo Escobar: The Drug Lord,SHOW,2012,TV-14,44,"['crime', 'drama', 'history', 'thriller']",['CO'],1,tt2187850,8.4,4923,314.603,2010
tm28171,Bill Burr: You People Are All The Same,MOVIE,2012,R,68,['comedy'],['US'],0,tt2290153,8.2,7370,7.25,2010
tm161904,Bully,MOVIE,2011,PG-13,92,"['drama', 'documentation']",['US'],0,tt1682181,7.4,10266,8.112,2010
tm160361,A Princess for Christmas,MOVIE,2011,PG,89,"['comedy', 'family', 'romance', 'drama']",['US'],0,tt1083448,6.3,8222,24.928,2010
tm34331,Middle of Nowhere,MOVIE,2012,R,101,['drama'],['US'],0,tt1211890,6.5,1818,3.689,2010
tm182125,Zindagi Na Milegi Dobara,MOVIE,2011,PG,166,"['comedy', 'drama']",['IN'],0,tt1562872,8.1,75801,9.707,2010
tm183547,Escape from Planet Earth,MOVIE,2012,PG,89,"['comedy', 'family', 'scifi', 'animation']","['CA', 'US']",0,tt0765446,5.8,25639,20.273,2010
tm174190,Undefeated,MOVIE,2011,PG-13,113,"['documentation', 'sport']",['US'],0,tt1860355,7.7,7051,8.21,2010
ts81858,Larva,SHOW,2011,TV-G,2,"['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']",['KR'],5,tt6966158,7.1,582,16.828,2010
ts158608,The Ultimate Braai Master,SHOW,2012,TV-PG,45,['reality'],['ZA'],4,tt3264864,8.2,31,0.626,2010
ts215037,Minecraft: Story Mode,SHOW,2011,TV-PG,62,[],['US'],1,tt10498322,5.5,300,0,2010
tm68436,Barfi!,MOVIE,2012,G,151,"['drama', 'comedy', 'romance']",['IN'],0,tt2082197,8.1,80643,9.311,2010
ts39093,EastSiders,SHOW,2012,TV-MA,22,"['drama', 'comedy']",['US'],4,tt2558816,6.8,2723,12.763,2010
ts26776,Smile PreCure!,SHOW,2012,TV-Y7,22,"['comedy', 'action', 'scifi', 'family', 'fantasy', 'animation']",['JP'],2,tt2230557,6.1,388,10.899,2010
ts33349,Robocar Poli,SHOW,2011,TV-Y,14,"['family', 'fantasy', 'animation', 'comedy']",['KR'],4,tt4763642,5.8,125,15.113,2010
tm31739,Joan Rivers: Don't Start with Me,MOVIE,2012,R,68,['comedy'],['US'],0,tt2519318,6.6,408,2.277,2010
tm177044,Naruto Shippuden the Movie: Blood Prison,MOVIE,2011,PG-13,108,"['horror', 'thriller', 'animation', 'action', 'fantasy', 'comedy']",['JP'],0,tt1999167,7.1,5021,122.666,2010
ts191698,Little Baby Bum,SHOW,2011,TV-Y,5,"['animation', 'family', 'music']",['GB'],4,tt10051854,6.4,94,2.728,2010
tm54780,Tiger & Bunny: The Beginning,MOVIE,2012,PG,88,"['scifi', 'animation', 'action']",['JP'],0,tt2507174,6.7,216,3.619,2010
tm177958,Pyaar Ka Punchnama,MOVIE,2011,PG-13,149,"['romance', 'comedy', 'drama', 'european']",['IN'],0,tt1926313,7.7,21204,5.152,2010
tm40860,Big Time Movie,MOVIE,2012,G,65,"['comedy', 'family', 'music']",['US'],0,tt2163203,6.1,1936,11.432,2010
ts19165,The American Bible Challenge,SHOW,2012,TV-G,43,['family'],['US'],3,tt2246424,6.4,125,0.922,2010
ts58528,Inside West Coast Customs,SHOW,2011,TV-PG,47,['reality'],['US'],8,tt8358972,7.4,42,2.189,2010
tm37175,Jeff Dunham: Minding the Monsters,MOVIE,2012,PG-13,80,['comedy'],['US'],0,tt2461736,7,1401,3.463,2010
tm178106,Chillar Party,MOVIE,2011,G,140,"['drama', 'comedy', 'family']",['IN'],0,tt1841542,7.5,7686,4.453,2010
tm74031,Kyaa Super Kool Hain Hum,MOVIE,2012,R,137,"['drama', 'comedy']",['IN'],0,tt2027138,5,3885,3.402,2010
ts27875,Masha's tales,SHOW,2012,TV-Y,5,"['animation', 'family']",['RU'],2,tt3840498,6.4,89,6.158,2010
ts6879,El Reemplazante,SHOW,2012,TV-MA,45,['drama'],['CL'],2,tt2488050,8.5,755,7.665,2010
tm59289,Rowdy Rathore,MOVIE,2012,PG-13,143,"['crime', 'action', 'comedy']",['IN'],0,tt2077833,5.9,22243,6.366,2010
tm47171,OMG: Oh My God!,MOVIE,2012,G,125,"['fantasy', 'drama', 'comedy']",['IN'],0,tt2283748,8.1,57449,7.489,2010
tm65765,6 Bullets,MOVIE,2012,R,115,"['thriller', 'drama', 'action', 'crime']",['US'],0,tt1975249,6,14898,25.607,2010
ts39112,Justin Time,SHOW,2011,TV-Y,15,"['action', 'animation', 'family', 'comedy']",['CA'],3,tt1759210,6,16,3.382,2010
ts60663,The In-Laws,SHOW,2011,TV-14,44,"['family', 'drama']",['SG'],1,tt12199688,0,0,1.492,2010
tm180532,Shaitan,MOVIE,2011,PG-13,126,"['action', 'crime', 'thriller', 'drama']",['IN'],0,tt1836912,7.3,8414,2.735,2010
tm35700,Paan Singh Tomar,MOVIE,2012,PG,135,"['drama', 'sport', 'thriller', 'action', 'crime']",['IN'],0,tt1620933,8.2,35888,5.204,2010
tm172883,Game,MOVIE,2011,PG,135,"['thriller', 'drama', 'action', 'crime', 'european']",['IN'],0,tt1772872,5.2,2316,3.996,2010
tm164090,Lavell Crawford: Can a Brother Get Some Love?,MOVIE,2011,NC-17,90,"['comedy', 'documentation']",['US'],0,tt2084872,6.9,230,2.601,2010
tm59372,Arjun: The Warrior Prince,MOVIE,2012,G,96,"['animation', 'action', 'drama']",['IN'],0,tt3758104,6.7,14,3.895,2010
tm39606,Tere Naal Love Ho Gaya,MOVIE,2012,PG,126,"['romance', 'drama', 'comedy']",['IN'],0,tt2130242,5.8,4359,2.419,2010
tm53395,FRED 3: Camp Fred,MOVIE,2012,PG,81,"['comedy', 'family']",['US'],0,tt2395219,2,2625,6.233,2010
tm66725,Kalakalappu,MOVIE,2012,G,149,['comedy'],['IN'],0,tt2262126,6.9,1342,2.858,2010
ts167724,Meet the Adebanjos,SHOW,2012,TV-PG,25,['comedy'],['GB'],3,tt2344781,7.6,76,0.857,2010
tm48579,Katt Williams: Kattpacalypse,MOVIE,2012,R,60,['comedy'],['US'],0,tt2370686,5.5,635,2.392,2010
tm159593,No One Killed Jessica,MOVIE,2011,PG-13,136,"['crime', 'drama', 'thriller']",['IN'],0,tt1734110,7.2,11665,4.115,2010
tm34746,Luv Shuv Tey Chicken Khurana,MOVIE,2012,PG,140,['comedy'],['IN'],0,tt2186933,6.6,3905,2.236,2010
tm167241,Ragini MMS,MOVIE,2011,PG-13,93,"['horror', 'drama', 'thriller']",['IN'],0,tt1890513,5.1,2617,4.18,2010
ts41114,The Oath,SHOW,2011,TV-14,44,['drama'],['SG'],1,tt7131686,7.9,9,1.418,2010
tm33601,Tita Rahiba,MOVIE,2012,G,104,"['comedy', 'drama']",['XX'],0,tt2350736,5.2,700,2.227,2010
tm48239,Ek Main Aur Ekk Tu,MOVIE,2012,PG,110,"['drama', 'comedy', 'romance']",['IN'],0,tt1703958,5.8,6754,3.478,2010
tm166810,Michael,MOVIE,2011,PG-13,97,"['thriller', 'drama']",['IN'],0,tt1754202,5.3,167,1.322,2010
tm172353,Bbuddah Hoga Terra Baap,MOVIE,2011,PG-13,118,"['thriller', 'action', 'comedy', 'crime']",['IN'],0,tt1869296,5.6,2884,5.686,2010
tm169053,Shor in the City,MOVIE,2011,PG,107,"['drama', 'crime']",['IN'],0,tt1916728,7.2,3708,2.081,2010
tm166740,Chhota Bheem & Krishna in Mayanagari,MOVIE,2011,G,66,"['animation', 'action', 'fantasy']",['IN'],0,tt16235600,9,5,0.963,2010
tm34142,Department,MOVIE,2012,R,141,"['thriller', 'action', 'crime']",['IN'],0,tt2186731,3.2,1049,3.184,2010
tm38331,The Mistress,MOVIE,2012,PG-13,125,"['romance', 'drama']",['PH'],0,tt2389344,6.3,359,3.44,2010
ts32460,Inborn Pair,SHOW,2011,TV-14,43,"['drama', 'comedy']",['TW'],1,tt6357282,7.1,108,9.281,2010
tm44615,Ferrari Ki Sawaari,MOVIE,2012,G,140,"['comedy', 'family', 'sport', 'drama']",['IN'],0,tt2122340,6.4,5411,4.247,2010
tm182026,Zokkomon,MOVIE,2011,PG,109,"['scifi', 'fantasy', 'action', 'family']",['IN'],0,tt1605790,3.9,407,1.48,2010
ts32561,Office Girls,SHOW,2011,TV-14,46,"['drama', 'comedy', 'romance']",['TW'],1,tt4381290,6.9,140,4.876,2010
tm42306,Aiyyaa,MOVIE,2012,G,146,"['comedy', 'romance']",['IN'],0,tt2255934,4.3,1871,2.265,2010
tm53360,Blood Money,MOVIE,2012,PG,110,"['drama', 'thriller', 'action', 'crime']",['IN'],0,tt2246595,5.1,1533,29.476,2010
ts69208,"Love, Now",SHOW,2012,TV-Y,45,"['drama', 'comedy']",['TW'],1,tt6273116,7.6,116,1.96,2010
tm339197,Chota Bheem Aur Ganesh in the Amazing Odyssey,MOVIE,2012,G,65,['animation'],['IN'],0,tt6356352,7.8,12,0.893,2010
ts99814,Masameer,SHOW,2011,TV-MA,0,"['comedy', 'animation']",['SA'],1,tt6298258,8.2,677,0,2010
tm200838,Chhota Bheem In Dholakpur to Kathmandu,MOVIE,2012,G,70,['animation'],['XX'],0,tt6442774,7.8,41,0.704,2010
tm481620,The Rise of Kirmada,MOVIE,2012,G,68,['animation'],['IN'],0,tt6543070,8,53,1.245,2010
ts44064,Drunken to Love You,SHOW,2011,TV-14,46,"['comedy', 'drama', 'romance']",['TW'],1,tt2661520,6.5,114,3.342,2010
tm1077038,Chhota Bheem: Journey to Petra,MOVIE,2011,G,67,['animation'],['IN'],0,tt6543194,0,0,0,2010
tm481509,Chhota Bheem Master of Shaolin,MOVIE,2011,G,75,['animation'],[],0,tt6442670,6.3,112,0,2010
ts39465,Yours Fatefully,SHOW,2012,TV-14,44,"['drama', 'comedy', 'romance']",['SG'],1,tt7131690,6.8,14,1.4,2010
tm235979,My Friend Pinto,MOVIE,2011,PG,115,"['comedy', 'drama', 'crime']",['IN'],0,tt1512220,5.3,391,1.004,2010
ts37864,The Glamorous Imperial Concubine,SHOW,2011,TV-PG,47,"['drama', 'romance', 'history']",['CN'],1,tt2272555,7,142,1.355,2010
ts20837,Outlander,SHOW,2014,TV-MA,60,"['scifi', 'drama', 'fantasy', 'romance']",['US'],6,tt3006802,8.4,152435,238.679,2010
ts20110,Peaky Blinders,SHOW,2013,TV-MA,58,"['drama', 'crime', 'european']",['GB'],6,tt2442560,8.8,485506,971.727,2010
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",['JP'],4,tt2560140,9,325381,139.388,2010
ts1639,The Blacklist,SHOW,2013,TV-14,43,"['drama', 'crime', 'thriller']",['US'],9,tt2741602,8,238138,279.921,2010
ts20351,Married at First Sight,SHOW,2014,TV-PG,64,"['reality', 'european']",['US'],14,tt3868860,6.1,1975,31.913,2010
tm140389,Paddington,MOVIE,2014,PG,96,"['comedy', 'animation', 'family', 'fantasy', 'european']","['FR', 'GB', 'US']",0,tt1109624,7.2,111092,34.655,2010
ts11188,The Flash,SHOW,2014,TV-14,42,"['scifi', 'drama', 'action']",['US'],8,tt3107288,7.6,336888,751.315,2010
tm151663,Nightcrawler,MOVIE,2014,R,118,"['crime', 'thriller', 'drama']",['US'],0,tt2872718,7.8,523686,54.186,2010
ts20292,Gotham,SHOW,2014,TV-14,43,"['scifi', 'action', 'crime', 'drama', 'thriller']",['US'],5,tt3749900,7.8,226081,170.642,2010
ts16045,Are You The One?,SHOW,2014,TV-14,41,['reality'],['US'],8,tt3484274,6.5,2450,15.818,2010
tm169422,Her,MOVIE,2013,R,126,"['drama', 'romance', 'scifi']",['US'],0,tt1798709,8,586679,29.436,2010
tm169719,42,MOVIE,2013,PG-13,128,"['drama', 'sport']",['US'],0,tt0453562,7.5,93314,13.936,2010
tm140877,The Imitation Game,MOVIE,2014,PG-13,113,"['thriller', 'drama', 'war']","['US', 'GB']",0,tt2084970,8,748654,46.71,2010
tm171042,The Call,MOVIE,2013,R,94,"['crime', 'thriller', 'drama', 'horror', 'european']",['US'],0,tt1911644,6.7,120475,36.703,2010
ts8146,The 100,SHOW,2014,TV-14,42,"['drama', 'action', 'scifi']",['US'],7,tt2661044,7.6,242221,224.641,2010
tm148147,Big Eyes,MOVIE,2014,PG-13,106,"['drama', 'documentation', 'crime', 'romance']","['CA', 'US']",0,tt1126590,7.2,51,12.271,2010
ts21374,How to Get Away with Murder,SHOW,2014,TV-14,43,"['drama', 'thriller', 'crime']",['US'],6,tt3205802,8.1,146712,59.834,2010
tm183523,Oldboy,MOVIE,2013,R,104,"['thriller', 'action', 'drama']",['US'],0,tt1321511,5.7,75015,18.58,2010
tm176864,Rush,MOVIE,2013,R,123,"['drama', 'action', 'sport', 'european']","['US', 'DE', 'GB']",0,tt1979320,8.1,465254,34.763,2010
ts20248,Reign,SHOW,2013,TV-14,42,"['drama', 'fantasy']",['US'],4,tt2710394,7.5,47751,48.886,2010
tm134967,How to Train Your Dragon 2,MOVIE,2014,PG,102,"['fantasy', 'comedy', 'family', 'animation', 'action']",['US'],0,tt1646971,7.8,327565,68.926,2010
tm143227,Begin Again,MOVIE,2013,R,104,"['comedy', 'music', 'romance', 'drama']",['US'],0,tt1980929,7.4,154049,17.267,2010
tm160621,The Conjuring,MOVIE,2013,R,107,"['thriller', 'horror']",['US'],0,tt1457767,7.5,491048,150.432,2010
tm180572,Insidious: Chapter 2,MOVIE,2013,PG-13,106,"['thriller', 'horror']",['US'],0,tt2226417,6.5,167549,52.127,2010
ts14583,BoJack Horseman,SHOW,2014,TV-MA,26,"['drama', 'comedy', 'animation']",['US'],6,tt3398228,8.8,143584,92.62,2010
ts6,House of Cards,SHOW,2013,TV-MA,52,['drama'],['US'],6,tt1856010,8.7,494092,46.137,2010
ts20108,Henry Danger,SHOW,2014,TV-G,24,"['scifi', 'action', 'comedy', 'family']",['US'],5,tt3596174,5.6,5245,121.52,2010
tm148671,A Walk Among the Tombstones,MOVIE,2014,R,113,"['drama', 'thriller', 'action', 'crime']",['US'],0,tt0365907,6.5,120389,73.108,2010
tm182429,Olympus Has Fallen,MOVIE,2013,R,119,"['thriller', 'action', 'drama']",['US'],0,tt2302755,6.5,272334,84.497,2010
tm153284,The Giver,MOVIE,2014,PG-13,97,"['drama', 'scifi', 'romance', 'thriller']",['US'],0,tt0435651,6.4,118117,15.835,2010
ts20823,Orange Is the New Black,SHOW,2013,TV-MA,59,"['drama', 'comedy', 'crime']",['US'],7,tt2372162,8.1,295591,72.825,2010
ts20824,The Originals,SHOW,2013,TV-14,43,"['scifi', 'drama', 'fantasy', 'horror']",['US'],5,tt2632424,8.3,131574,139.994,2010
ts21367,Jane the Virgin,SHOW,2014,TV-14,42,"['drama', 'comedy']",['US'],5,tt3566726,7.8,46286,120.677,2010
tm151807,Creep,MOVIE,2014,R,77,"['horror', 'thriller']",['US'],0,tt2428170,6.3,52233,13.284,2010
tm145655,St. Vincent,MOVIE,2014,PG-13,102,"['comedy', 'drama']",['US'],0,tt2170593,7.2,102103,21.451,2010
ts20280,Marco Polo,SHOW,2014,TV-MA,55,"['action', 'drama', 'history', 'documentation']",['US'],2,tt2189461,8,71229,34.279,2010
ts35682,Wentworth,SHOW,2013,TV-MA,46,"['drama', 'crime', 'thriller']",['AU'],9,tt2433738,8.6,21747,29.782,2010
ts20261,Madam Secretary,SHOW,2014,TV-14,43,"['war', 'thriller', 'drama']",['US'],6,tt3501074,7.6,22563,56.834,2010
tm161525,The Green Inferno,MOVIE,2013,R,100,"['horror', 'thriller']","['CA', 'CL', 'US']",0,tt2403021,5.3,43149,35.625,2010
tm175843,Dark Skies,MOVIE,2013,PG-13,97,"['thriller', 'horror', 'scifi', 'documentation']",['US'],0,tt4190332,6.3,75139,25.799,2010
ts34950,KILL la KILL,SHOW,2013,TV-MA,25,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],1,tt3114390,7.9,13372,20.572,2010
tm181270,The Frozen Ground,MOVIE,2013,R,105,"['thriller', 'drama', 'crime']",['US'],0,tt2005374,6.4,62183,11.872,2010
ts20791,Z Nation,SHOW,2014,TV-14,43,"['action', 'drama', 'scifi', 'comedy', 'horror', 'romance']",['US'],5,tt3843168,6.6,36059,81.469,2010
ts20288,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,"['scifi', 'crime', 'fantasy', 'horror', 'action']",['US'],3,tt3337194,6.9,20132,38.919,2010
tm168400,Empire State,MOVIE,2013,R,94,"['drama', 'crime', 'thriller', 'action', 'european']",['US'],0,tt2171867,5.2,21368,42.802,2010
ts2727,Derek,SHOW,2013,TV-MA,26,"['drama', 'comedy', 'european']",['GB'],3,tt2616280,8.1,31976,9.748,2010
tm237143,Shrek the Musical,MOVIE,2013,PG-13,130,"['fantasy', 'family', 'comedy']",['US'],0,tt3070936,6.9,3634,15.817,2010
tm176630,The Butler,MOVIE,2013,PG-13,132,"['drama', 'european']",['US'],0,tt1327773,7.2,114013,12.932,2010
ts32218,The Thundermans,SHOW,2013,TV-G,24,"['action', 'scifi', 'family', 'comedy', 'drama']",['US'],4,tt2712516,5.6,5340,62.125,2010
ts20097,Hemlock Grove,SHOW,2013,TV-MA,49,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",['US'],3,tt2309295,7,39590,52.542,2010
tm178712,Scary Movie 5,MOVIE,2013,PG-13,86,"['comedy', 'horror']",['US'],0,tt0795461,3.5,70814,72.044,2010
ts314002,The Seven Deadly Sins,SHOW,2014,TV-14,24,"['action', 'scifi', 'comedy', 'fantasy', 'animation']",['JP'],5,tt3909224,7.9,30341,37.744,2010
ts20281,Sofia the First,SHOW,2013,TV-Y,24,"['family', 'fantasy', 'animation']",['US'],4,tt2136138,6.8,2915,34.201,2010
ts20014,Sailor Moon Crystal,SHOW,2014,TV-14,24,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'family']",['JP'],4,tt3124992,7.8,2115,59.673,2010
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,"['comedy', 'family', 'fantasy', 'scifi', 'drama', 'animation']",['US'],0,tt1985966,6.3,100637,41.511,2010
ts35570,Lovesick,SHOW,2014,TV-MA,24,"['comedy', 'european']",['GB'],3,tt4051832,8.1,19259,14.348,2010
ts32271,Shtisel,SHOW,2013,TV-14,48,['drama'],['IL'],3,tt3069894,8.6,6958,18.747,2010
ts4213,The Chase,SHOW,2013,TV-PG,44,['reality'],['US'],5,tt3077336,7.5,886,1.639,2010
tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,"['comedy', 'animation', 'family', 'scifi']",['US'],0,tt1911658,6.6,88708,84.347,2010
tm184608,Texas Chainsaw 3D,MOVIE,2013,R,92,"['horror', 'thriller']",['US'],0,tt1572315,4.8,49312,46.799,2010
tm144046,Jackass Presents: Bad Grandpa .5,MOVIE,2014,PG-13,86,['comedy'],['US'],0,tt3766424,6.3,0,20.423,2010
ts20917,The Night Shift,SHOW,2014,TV-14,42,"['drama', 'romance', 'fantasy', 'horror', 'action', 'animation', 'comedy']",['US'],4,tt1483202,7.5,12069,21.667,2010
ts35282,The Next Step,SHOW,2013,TV-G,24,"['drama', 'romance', 'family']",['CA'],7,tt2374744,5.9,1928,21.631,2010
tm161029,Mr. Peabody & Sherman,MOVIE,2014,PG,92,"['action', 'family', 'animation', 'history', 'scifi', 'romance', 'comedy', 'fantasy']",['US'],0,tt0864835,6.8,68790,30.69,2010
tm143474,Vampire Academy,MOVIE,2014,PG-13,104,"['fantasy', 'horror', 'thriller', 'action', 'comedy', 'drama']",['US'],0,tt1686821,5.4,54190,17.252,2010
tm140342,"I, Frankenstein",MOVIE,2014,PG-13,92,"['horror', 'thriller', 'scifi', 'action', 'fantasy']","['AU', 'US']",0,tt1418377,5.1,80733,16.066,2010
tm141648,Seventh Son,MOVIE,2014,PG-13,120,"['fantasy', 'action']","['US', 'GB', 'CN', 'CA']",0,tt1121096,5.5,76395,49.025,2010
ts20336,Velvet,SHOW,2014,TV-14,57,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']",['ES'],4,tt2955402,8.1,6018,28.303,2010
ts36836,Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,20,['comedy'],['US'],1,tt1748277,8.3,3616,5.587,2010
tm142856,Sabotage,MOVIE,2014,R,109,"['drama', 'thriller', 'western', 'action', 'crime']",['US'],0,tt1742334,5.7,63007,27.573,2010
ts22426,The Irregular at Magic High School,SHOW,2014,TV-14,24,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy']",['JP'],2,tt3874528,7.1,3273,55.055,2010
tm181081,The Railway Man,MOVIE,2013,R,116,"['drama', 'european', 'war', 'romance']","['GB', 'AU', 'CH']",0,tt2058107,7.1,39743,8.993,2010
ts42168,Resurrection: Ertugrul,SHOW,2014,TV-14,57,"['war', 'action', 'drama', 'history']",['TR'],5,tt4320258,7.9,35515,23.136,2010
tm178211,Life of Crime,MOVIE,2013,R,94,"['comedy', 'crime']",['US'],0,tt1663207,5.8,18793,15.068,2010
tm144121,Get on Up,MOVIE,2014,PG-13,139,"['drama', 'music']",['US'],0,tt2473602,6.9,24456,9.246,2010
ts22383,Rabbids Invasion,SHOW,2013,TV-Y7,10,"['comedy', 'animation', 'family', 'european']","['FR', 'US']",4,tt3105674,5.5,1802,18.955,2010
tm151447,The November Man,MOVIE,2014,R,108,"['crime', 'action', 'thriller']","['GB', 'US']",0,tt2402157,6.3,67243,14.82,2010
