id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,imdb_popularity,YearGroup
ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,"['animation', 'fantasy', 'scifi', 'comedy', 'family']","['US', 'GB', 'CA']",3,tt1699440,6.4,620,5.963,2010
tm154797,The Nut Job,MOVIE,2014,PG,85,"['comedy', 'crime', 'family', 'animation']","['CA', 'KR']",0,tt1821658,5.7,28295,15.247,2010
ts20310,Girlfriends' Guide to Divorce,SHOW,2014,TV-14,42,"['comedy', 'drama']",['US'],5,tt2817246,6.9,4523,10.046,2010
tm159796,Brick Mansions,MOVIE,2014,PG-13,90,"['crime', 'drama', 'action', 'thriller']","['CA', 'FR']",0,tt1430612,5.6,42137,31.413,2010
tm181533,The Big Wedding,MOVIE,2013,R,90,"['comedy', 'drama', 'romance']",['US'],0,tt1931435,5.6,49549,8.928,2010
ts35244,Tiny House Nation,SHOW,2014,TV-PG,43,['reality'],['US'],5,tt3869500,7.1,1126,8.872,2010
tm469911,Bonnie & Clyde,MOVIE,2013,PG-13,240,"['drama', 'crime', 'european']",['AT'],0,tt2374851,0,0,0.933,2010
ts82979,Talking Tom and Friends,SHOW,2014,TV-G,11,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']",['US'],5,tt4648640,6.1,411,34.469,2010
tm148976,The Battered Bastards of Baseball,MOVIE,2014,R,80,"['documentation', 'sport']",['US'],0,tt3445270,8,3953,6.34,2010
ts10206,Ever After High,SHOW,2013,TV-Y7,30,"['action', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance', 'animation']",['CA'],5,tt3312378,7.7,1130,34.405,2010
ts20709,Yowamushi Pedal,SHOW,2013,TV-14,24,"['comedy', 'drama', 'sport', 'animation']",['JP'],4,tt2942228,7.7,808,44.311,2010
ts32060,Sam & Cat,SHOW,2013,TV-G,24,"['drama', 'family', 'comedy']",['US'],1,tt2487090,5.6,9507,37.963,2010
tm166628,The Smurfs 2,MOVIE,2013,PG,105,"['fantasy', 'animation', 'comedy', 'family']",['US'],0,tt2017020,5.3,41571,36.043,2010
tm171228,Metallica: Through the Never,MOVIE,2013,R,93,['music'],['US'],0,tt2172935,7.1,17433,16.923,2010
tm136601,Walk of Shame,MOVIE,2014,R,95,['comedy'],['US'],0,tt2463288,6,54065,20.142,2010
tm143757,Search Party,MOVIE,2014,R,93,['comedy'],['US'],0,tt2758904,5.6,7789,6.29,2010
tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,"['fantasy', 'animation', 'comedy', 'drama', 'family', 'scifi']",['JP'],0,tt3331846,7.3,7812,54.237,2010
tm71148,Thanks for Sharing,MOVIE,2013,R,112,"['drama', 'comedy', 'romance']",['US'],0,tt1932718,6.4,28204,7.824,2010
tm180599,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,R,101,"['horror', 'thriller', 'drama']",['US'],0,tt1457765,5.2,17170,19.018,2010
ts20790,Young & Hungry,SHOW,2014,TV-14,21,"['comedy', 'drama', 'romance']",['US'],5,tt2084712,7.3,15627,26.61,2010
tm185208,Elena,MOVIE,2013,PG-13,82,"['documentation', 'european', 'drama', 'family']","['US', 'BR']",0,tt2719278,7.6,1823,4.112,2010
ts20883,"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,"['comedy', 'family']",['US'],4,tt3596176,5.1,2551,43.714,2010
tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,"['fantasy', 'action', 'drama', 'horror', 'romance', 'animation']",['JP'],0,tt2358913,7.8,9942,53.956,2010
ts33590,The Haunted Hathaways,SHOW,2013,TV-G,24,"['comedy', 'family', 'fantasy']",['US'],2,tt2535732,5,2471,23.622,2010
tm159362,A Haunted House 2,MOVIE,2014,R,86,"['comedy', 'horror', 'fantasy']",['US'],0,tt2828996,4.6,21514,86.877,2010
ts21368,Black Money Love,SHOW,2014,TV-MA,90,"['action', 'drama', 'romance', 'crime']",['TR'],2,tt3565486,7.4,5975,47.857,2010
ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']",['FI'],4,tt3012598,6.2,800,12.303,2010
tm172710,We Steal Secrets: The Story of WikiLeaks,MOVIE,2013,R,162,['documentation'],['US'],0,tt1824254,6.9,7873,6.838,2010
tm157085,Effie Gray,MOVIE,2014,PG-13,85,"['drama', 'romance']",['GB'],0,tt1605798,6,5482,9.304,2010
tm174289,Free Birds,MOVIE,2013,PG,91,"['comedy', 'family', 'scifi', 'animation']",['US'],0,tt1621039,5.8,23917,16.617,2010
tm171929,The Short Game,MOVIE,2013,PG,100,"['documentation', 'sport']",['US'],0,tt2466830,7.3,1518,5.747,2010
tm147913,PK,MOVIE,2014,PG-13,153,"['comedy', 'drama', 'romance', 'fantasy', 'scifi']",['IN'],0,tt2338151,8.2,178012,9.887,2010
tm170919,Underdogs,MOVIE,2013,PG,106,"['romance', 'drama', 'documentation', 'sport', 'animation', 'family']","['AR', 'ES']",0,tt4382260,6.5,9535,32.55,2010
tm180643,Jinxed,MOVIE,2013,G,70,"['fantasy', 'comedy', 'family']","['CA', 'US']",0,tt2934844,6.4,1444,7.932,2010
ts34066,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['AU'],4,tt2548214,6.7,3924,54.741,2010
tm152843,Swearnet: The Movie,MOVIE,2014,R,112,['comedy'],['CA'],0,tt2380564,6.1,2652,3.288,2010
tm176481,Chennai Express,MOVIE,2013,PG-13,141,"['romance', 'comedy', 'drama', 'action']",['IN'],0,tt2112124,6.1,53293,9.481,2010
ts53641,Lalaloopsy,SHOW,2013,TV-Y,23,['animation'],['US'],3,tt2827502,6.4,104,0.975,2010
ts37187,Senora Acero,SHOW,2014,TV-MA,43,"['crime', 'drama', 'romance']",['US'],5,tt3904068,6.8,375,128.933,2010
ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['US', 'CA', 'JP']",3,tt2392179,4.8,635,16.672,2010
ts75104,Zbrodnia,SHOW,2014,TV-MA,45,"['crime', 'action']",['PL'],2,tt4173216,6.2,660,2.366,2010
ts521,Black Ink Crew New York,SHOW,2013,TV-14,41,['reality'],['US'],9,tt2738096,4.6,459,12.706,2010
ts33840,Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],2,tt3104236,7.3,1152,29.64,2010
ts58010,VeggieTales in the House,SHOW,2014,TV-G,18,"['comedy', 'family', 'music', 'animation']",['US'],4,tt3692064,4.3,300,6.244,2010
tm148910,Haider,MOVIE,2014,PG-13,150,"['drama', 'action', 'crime', 'thriller']",['IN'],0,tt3390572,8.1,54001,8.213,2010
tm143363,2 States,MOVIE,2014,PG,149,"['comedy', 'drama', 'romance']",['IN'],0,tt2372678,6.9,25344,6.973,2010
ts16117,20 Minutes,SHOW,2013,TV-MA,45,"['action', 'drama', 'romance']",['TR'],1,tt2544148,7.3,1681,2.902,2010
tm158671,A Fairly Odd Summer,MOVIE,2014,G,68,"['fantasy', 'animation', 'comedy', 'family']",['US'],0,tt3149536,4,533,10.552,2010
ts76743,Dokidoki! PreCure,SHOW,2013,TV-G,23,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']",['JP'],2,tt4621212,6.3,188,8.391,2010
tm158980,Khoobsurat,MOVIE,2014,PG,130,"['comedy', 'romance']",['IN'],0,tt3554418,6.5,8330,5.228,2010
tm148597,Monty Python: Live (Mostly),MOVIE,2014,R,138,"['comedy', 'documentation']",['GB'],0,tt3872778,7.6,2598,6.936,2010
tm155291,Highway,MOVIE,2014,PG-13,133,"['drama', 'crime', 'romance']",['IN'],0,tt2980794,7.6,28370,8.364,2010
tm156811,Queen,MOVIE,2014,PG-13,146,"['drama', 'comedy']",['IN'],0,tt3322420,8.2,64805,9.152,2010
ts75833,Masha's Spooky Stories,SHOW,2014,TV-Y,5,"['animation', 'family']",['RU'],1,tt4570676,6.1,65,8.658,2010
ts3799,All Hail King Julien,SHOW,2014,TV-Y7,23,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],5,tt3807022,7,2008,41.022,2010
ts35628,Some Assembly Required,SHOW,2014,TV-G,25,"['comedy', 'documentation', 'reality']",['CA'],4,tt1160042,8.5,22,16.83,2010
ts20781,Incomplete Life,SHOW,2014,TV-14,73,"['drama', 'comedy']",['KR'],1,tt4240730,8.6,1883,10.121,2010
tm149578,Mission Blue,MOVIE,2014,PG,94,"['documentation', 'drama']",['US'],0,tt2004304,7.9,1950,6.267,2010
tm186054,ABCD,MOVIE,2013,PG-13,136,"['drama', 'music']",['IN'],0,tt2321163,6.3,6898,3.278,2010
tm147518,City of God: 10 Years Later,MOVIE,2013,PG,69,['documentation'],['BR'],0,tt4103686,6.4,1299,10.181,2010
tm178513,Bombay Talkies,MOVIE,2013,PG-13,127,['drama'],['IN'],0,tt2797242,6.6,5372,4.856,2010
tm142630,Ragini MMS 2,MOVIE,2014,PG-13,120,['horror'],['IN'],0,tt2609218,3.9,2870,3.524,2010
tm185797,Fukrey,MOVIE,2013,PG-13,137,"['romance', 'comedy', 'drama']",['IN'],0,tt2806788,6.9,11656,2.509,2010
tm154729,Dedh Ishqiya,MOVIE,2014,R,152,"['drama', 'romance', 'thriller', 'comedy']",['IN'],0,tt2675978,7,7179,3.05,2010
tm148457,Hasee Toh Phasee,MOVIE,2014,PG-13,141,"['comedy', 'romance']",['IN'],0,tt3173910,6.8,14916,6.095,2010
tm186161,Boss,MOVIE,2013,PG-13,143,"['action', 'comedy', 'crime', 'drama']",['IN'],0,tt2763724,5.3,11059,4.795,2010
ts34074,"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,['drama'],['KR'],1,tt2806646,7.6,1803,3.764,2010
tm151927,Mary Kom,MOVIE,2014,PG-13,122,"['drama', 'sport', 'action']",['IN'],0,tt3001638,6.9,10656,3.899,2010
ts122290,Dharmakshetra,SHOW,2014,TV-14,44,['drama'],['IN'],1,tt6803712,8.2,247,0.6,2010
tm149914,Jim Jefferies: Bare,MOVIE,2014,R,76,['comedy'],['US'],0,tt3958494,8,5407,7.515,2010
tm145216,Dabbe 5: Zehr-i Cin,MOVIE,2014,R,132,['horror'],['TR'],0,tt3886722,6,3708,4.722,2010
tm160034,Humpty Sharma Ki Dulhania,MOVIE,2014,PG,133,"['drama', 'comedy', 'romance']",['IN'],0,tt3678938,6,12757,7.415,2010
tm172027,The Butterfly's Dream,MOVIE,2013,PG-13,138,"['drama', 'history', 'romance']",['TR'],0,tt2882532,7.8,21882,5.001,2010
tm146657,Jeff Dunham: All Over the Map,MOVIE,2014,PG-13,41,['comedy'],"['IL', 'NO', 'ZA', 'AE', 'GB', 'IS', 'IE']",0,tt4209802,7.1,854,2.472,2010
ts82860,Against the Tide,SHOW,2014,TV-14,44,['drama'],['SG'],1,tt7131682,7.6,11,0.6,2010
tm183805,Ghanchakkar,MOVIE,2013,PG,137,"['thriller', 'crime', 'comedy']",['IN'],0,tt2246724,5.8,5019,4.011,2010
ts36127,Turbo FAST,SHOW,2013,TV-PG,19,"['animation', 'family', 'comedy', 'sport', 'scifi', 'action']",['US'],3,tt3010520,6.5,593,12.093,2010
tm184511,Inkaar,MOVIE,2013,R,133,"['drama', 'romance', 'thriller']",['IN'],0,tt2094854,6.2,2565,3.296,2010
ts67797,Sammy & Co,SHOW,2014,TV-PG,14,"['animation', 'european']",['US'],2,tt2580128,5.6,30,1.298,2010
tm157461,Coming Soon,MOVIE,2014,PG,134,"['drama', 'comedy', 'romance']",['TR'],0,tt3698408,7.5,33714,6.452,2010
tm144541,Refugiado,MOVIE,2014,R,95,"['drama', 'thriller', 'european']",['AR'],0,tt3717390,6.4,365,2.419,2010
tm177645,Wedding Association,MOVIE,2013,PG-13,106,['comedy'],['XX'],0,tt3726104,7.1,22186,5.58,2010
tm183002,Madras Cafe,MOVIE,2013,PG-13,130,"['thriller', 'action', 'drama']",['IN'],0,tt2855648,7.7,24319,5.821,2010
tm144557,Deliha,MOVIE,2014,PG-13,107,"['comedy', 'family', 'romance']",['TR'],0,tt4470892,4.5,4315,4.801,2010
tm143299,Ungli,MOVIE,2014,PG-13,114,"['comedy', 'drama', 'thriller', 'crime']",['IN'],0,tt2392447,5.8,3888,4.258,2010
tm182580,Ghadi,MOVIE,2013,PG-13,100,"['drama', 'comedy', 'family']",['LB'],0,tt3190580,7.3,1128,2.143,2010
tm197423,1-Oct,MOVIE,2014,PG-13,149,['thriller'],['NG'],0,tt3206616,6.4,424,3.018,2010
tm167342,Satyagraha,MOVIE,2013,PG,152,"['drama', 'documentation']",['IN'],0,tt2275802,5.9,5127,3.416,2010
tm158546,Raja Natwarlal,MOVIE,2014,PG,141,"['thriller', 'crime']",['IN'],0,tt3483712,6.1,4280,3.002,2010
tm250364,Chhota Bheem in the Incan Adventure,MOVIE,2013,G,64,"['animation', 'fantasy']",['XX'],0,tt4171600,7.4,31,0.6,2010
tm187118,What the Fish,MOVIE,2013,PG-13,98,"['drama', 'comedy']",['IN'],0,tt3357416,5.2,210,1.931,2010
ts20238,Boss & Me,SHOW,2014,TV-PG,45,"['comedy', 'romance']",['CN'],1,tt6186406,7.3,424,5.461,2010
tm147908,Anaamika,MOVIE,2014,PG,124,['thriller'],['IN'],0,tt2939898,5.5,260,2.385,2010
tm150962,Mumbai Delhi Mumbai,MOVIE,2014,PG,120,"['comedy', 'romance']",['IN'],0,tt4045666,5.7,354,1.118,2010
ts32752,Two Fathers,SHOW,2013,TV-14,44,"['comedy', 'drama']",['TW'],1,tt6707142,8,54,3.73,2010
ts144527,World at Your Feet,SHOW,2014,TV-14,44,['drama'],['SG'],1,tt4544590,0,0,0,2010
tm250247,Chhota Bheem & Krishna vs Zimbara,MOVIE,2013,G,64,['animation'],[],0,tt6417984,8.6,13,2.025,2010
tm157783,Gollu Aur Pappu,MOVIE,2014,G,112,['comedy'],['IN'],0,tt4219300,3.8,118,1.636,2010
ts107543,Mystic Whispers,SHOW,2014,TV-14,26,"['comedy', 'romance']",['SG'],1,tt8834748,6.9,17,0,2010
tm528044,Chhota Bheem Neeli Pahaadi,MOVIE,2013,G,63,['animation'],[],0,tt6442694,8.5,9,0,2010
tm175364,Chhota Bheem Aur Hanuman,MOVIE,2013,G,67,"['fantasy', 'animation']",['IN'],0,tt6417854,7.1,33,1.077,2010
tm529733,Chhota Bheem and the ShiNobi Secret,MOVIE,2013,G,63,['animation'],['IN'],0,tt6417830,8.6,6,0,2010
tm481846,Chhota Bheem Dus pe Dus,MOVIE,2014,G,62,['animation'],['XX'],0,tt6417940,5.1,23,0,2010
ts8,Better Call Saul,SHOW,2015,TV-MA,49,"['comedy', 'drama', 'crime']",['US'],6,tt3032476,8.8,404920,352.657,2010
ts36577,The Last Kingdom,SHOW,2015,TV-MA,55,"['action', 'war', 'drama', 'history', 'european']",['GB'],5,tt4179452,8.5,126473,180.003,2010
ts38796,Stranger Things,SHOW,2016,TV-14,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['US'],5,tt4575572,8.7,989090,249.853,2010
ts21867,Schitt's Creek,SHOW,2015,TV-14,22,['comedy'],['CA'],6,tt3526078,8.5,112537,38.016,2010
ts37143,Alone,SHOW,2015,TV-MA,48,"['reality', 'documentation']",['US'],8,tt4803766,8.4,4622,31.271,2010
ts35251,Grace and Frankie,SHOW,2015,TV-MA,30,"['comedy', 'drama']",['US'],7,tt3609352,8.2,48435,33.885,2010
ts41766,The Good Place,SHOW,2016,TV-14,23,"['scifi', 'comedy', 'romance', 'drama', 'fantasy']",['US'],4,tt4955642,8.2,148562,39.411,2010
ts36885,Ash vs Evil Dead,SHOW,2015,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",['US'],3,tt4189022,8.4,70087,50.633,2010
ts37539,One-Punch Man,SHOW,2015,TV-PG,24,"['action', 'fantasy', 'scifi', 'animation', 'comedy']",['JP'],2,tt4508902,8.7,148386,132.794,2010
ts37490,Chicago Med,SHOW,2015,TV-14,41,['drama'],['US'],8,tt4655480,7.6,24142,101.31,2010
ts41961,Queen of the South,SHOW,2016,TV-MA,42,"['drama', 'thriller', 'action', 'crime']",['US'],5,tt1064899,7.9,28537,54.867,2010
ts42069,The Crown,SHOW,2016,TV-MA,56,"['drama', 'history', 'european']","['US', 'GB']",5,tt4786824,8.7,190878,72.323,2010
ts37866,Call My Agent!,SHOW,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4,tt4277922,8.3,13331,15.398,2010
tm232579,Hunt for the Wilderpeople,MOVIE,2016,PG-13,101,"['comedy', 'drama', 'action']",['NZ'],0,tt4698684,7.8,125720,12.868,2010
tm243100,Hell or High Water,MOVIE,2016,R,102,"['western', 'thriller', 'action', 'crime', 'drama']",['US'],0,tt2582782,7.6,224900,27.45,2010
ts38304,Servant of the People,SHOW,2015,TV-MA,29,['comedy'],['UA'],3,tt6235122,7.3,2706,20.006,2010
ts36952,Documentary Now!,SHOW,2015,TV-14,22,['comedy'],['US'],4,tt4677934,8.1,6445,18.553,2010
tm150928,It Follows,MOVIE,2015,R,101,"['horror', 'thriller']",['US'],0,tt3235888,6.8,233165,278.419,2010
ts35793,Forged in Fire,SHOW,2015,TV-PG,42,['reality'],['US'],9,tt4680444,8.3,3538,34.934,2010
ts39007,Van Helsing,SHOW,2016,TV-14,42,"['scifi', 'fantasy', 'horror', 'action', 'drama']",['US'],5,tt5197820,6.1,21852,155.023,2010
ts35201,Food Wars! Shokugeki no Soma,SHOW,2015,TV-MA,24,"['animation', 'comedy', 'drama', 'fantasy', 'thriller']",['JP'],5,tt0417325,8.2,9651,27.516,2010
ts36147,Lucifer,SHOW,2016,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",['US'],6,tt4052886,8.1,308291,761.064,2010
ts36550,DC's Legends of Tomorrow,SHOW,2016,TV-14,42,"['scifi', 'action', 'drama']",['US'],7,tt4532368,6.8,101178,120.753,2010
tm242705,Raw,MOVIE,2016,R,98,"['horror', 'drama', 'fantasy', 'european']","['BE', 'FR']",0,tt4954522,7,72460,20.038,2010
tm120108,Kung Fu Panda 3,MOVIE,2016,PG,95,"['comedy', 'animation', 'action', 'family', 'fantasy', 'drama']","['US', 'CN']",0,tt2267968,7.1,152791,73.412,2010
tm206698,Ouija: Origin of Evil,MOVIE,2016,PG-13,99,"['thriller', 'horror', 'drama']",['US'],0,tt4361050,5.3,6,40.822,2010
ts38199,The Magicians,SHOW,2015,TV-14,44,"['drama', 'scifi', 'fantasy']",['US'],5,tt4254242,7.6,49557,75.849,2010
tm239727,Nocturnal Animals,MOVIE,2016,R,115,"['drama', 'thriller']",['US'],0,tt4551306,7.5,264884,54.29,2010
tm199607,The Gift,MOVIE,2015,R,108,"['thriller', 'drama', 'documentation']","['AU', 'US']",0,tt4178092,7.1,151679,11.328,2010
ts53051,The OA,SHOW,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2,tt4635282,7.9,100911,25.314,2010
ts47714,Kim's Convenience,SHOW,2016,TV-14,22,['comedy'],['CA'],5,tt5912064,8.3,16970,26.582,2010
ts21869,Sense8,SHOW,2015,TV-MA,62,"['scifi', 'thriller', 'drama']",['US'],2,tt2431438,8.2,151518,36.84,2010
tm204163,War Dogs,MOVIE,2016,R,114,"['crime', 'drama', 'comedy', 'war']",['US'],0,tt2005151,7.1,208185,59.104,2010
tm135307,Blackhat,MOVIE,2015,R,133,"['thriller', 'action', 'crime']",['US'],0,tt2717822,5.4,58192,57.038,2010
ts42170,Crashing,SHOW,2016,TV-MA,30,"['comedy', 'european']",['GB'],1,tt5295524,7.7,18546,6.846,2010
ts70529,Norsemen,SHOW,2016,TV-MA,30,"['comedy', 'drama']",['NO'],3,tt5905354,7.7,18040,28.929,2010
tm138905,The Hateful Eight,MOVIE,2015,R,188,"['western', 'crime', 'drama', 'thriller']",['US'],0,tt3460252,7.8,570138,23.205,2010
tm137693,Crimson Peak,MOVIE,2015,R,119,"['thriller', 'drama', 'horror', 'romance', 'fantasy']",['US'],0,tt2554274,6.5,143899,23.276,2010
ts18010,Bloodline,SHOW,2015,TV-MA,57,"['drama', 'thriller']",['US'],3,tt0219432,7.9,50028,24.67,2010
ts38718,Slasher,SHOW,2016,TV-MA,46,"['drama', 'horror', 'thriller', 'crime']",['CA'],4,tt13976072,6.7,14071,27.468,2010
tm136465,Tangerine,MOVIE,2015,R,87,"['comedy', 'drama', 'crime']",['US'],0,tt3824458,7.1,31385,8.572,2010
ts42120,Travelers,SHOW,2016,TV-MA,45,"['scifi', 'drama', 'thriller', 'crime']",['CA'],3,tt5651844,8,54566,51.169,2010
tm195209,Legend,MOVIE,2015,R,132,"['thriller', 'crime', 'drama', 'european']","['US', 'FR', 'GB']",0,tt3569230,6.9,175273,72.35,2010
ts36631,Narcos,SHOW,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3,tt2707408,8.8,404486,83.072,2010
ts42062,Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,TV-Y7,22,"['family', 'fantasy', 'romance', 'animation', 'action']",['FR'],4,tt2580046,7.7,10102,261.845,2010
ts41956,Designated Survivor,SHOW,2016,TV-PG,44,"['war', 'action', 'drama', 'thriller']",['US'],3,tt5296406,7.5,88019,51.752,2010
ts52922,Leah Remini: Scientology and the Aftermath,SHOW,2016,TV-14,46,"['documentation', 'history']",['US'],3,tt6244192,9,5761,5.463,2010
ts36015,Into the Badlands,SHOW,2015,TV-14,43,"['action', 'drama']",['US'],3,tt3865236,7.9,45628,20.79,2010
ts21981,iZombie,SHOW,2015,TV-14,42,"['scifi', 'comedy', 'crime', 'drama', 'horror']",['US'],5,tt3501584,7.8,66488,53.416,2010
ts38710,Wynonna Earp,SHOW,2016,TV-14,43,"['action', 'scifi', 'western', 'drama', 'fantasy', 'thriller']","['US', 'CA']",4,tt4878326,7.3,22256,32.006,2010
tm120609,"Hail, Caesar!",MOVIE,2016,PG-13,106,"['drama', 'comedy', 'music']",['US'],0,tt0475290,6.3,132821,10.97,2010
ts35253,Dark Matter,SHOW,2015,TV-14,43,"['scifi', 'drama', 'thriller', 'action']",['CA'],3,tt3116070,7.5,41867,26.367,2010
ts35554,Scream: The TV Series,SHOW,2015,TV-14,43,"['crime', 'horror', 'thriller', 'comedy', 'drama']",['US'],3,tt3921180,7.1,40082,86.551,2010
ts38090,Versailles,SHOW,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3,tt3830558,7.9,16273,45.242,2010
tm233377,The Edge of Seventeen,MOVIE,2016,R,104,"['comedy', 'drama']",['US'],0,tt1878870,7.3,120488,27.428,2010
ts42014,60 Days In,SHOW,2016,TV-14,46,['reality'],['US'],6,tt10112398,7.6,2616,11.052,2010
tm193769,Steve Jobs,MOVIE,2015,R,122,['drama'],"['GB', 'US']",0,tt3565344,7.2,166288,13.009,2010
ts35563,Supergirl,SHOW,2015,TV-14,42,"['scifi', 'drama', 'action']",['US'],6,tt4016454,6.2,121939,116.295,2010
ts36129,Crazy Ex-Girlfriend,SHOW,2015,TV-14,42,['comedy'],['US'],4,tt4094300,7.8,19738,37.838,2010
tm233425,A Silent Voice: The Movie,MOVIE,2016,PG-13,130,"['romance', 'animation', 'drama', 'family']",['JP'],0,tt5323662,8.1,75132,131.725,2010
ts42077,Medici: Masters of Florence,SHOW,2016,TV-14,54,"['war', 'drama', 'history', 'romance', 'thriller', 'european']","['GB', 'IT']",3,tt5057130,7.9,18575,28.95,2010
ts42687,PJ Masks,SHOW,2015,TV-G,15,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']",['GB'],5,tt4148744,5.4,1214,54.603,2010
ts38734,Marcella,SHOW,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3,tt5269594,7.4,30373,16.213,2010
tm143984,London Has Fallen,MOVIE,2016,R,99,"['thriller', 'crime', 'drama', 'action']","['BG', 'GB', 'US']",0,tt3300542,5.9,155997,36.762,2010
tm212927,Mr. Right,MOVIE,2016,R,95,"['comedy', 'romance', 'action']",['US'],0,tt2091935,6.3,55118,18.043,2010
ts53099,Bordertown,SHOW,2016,TV-MA,59,"['drama', 'crime', 'european']",['FI'],3,tt4937942,7.6,10371,15.878,2010
ts53664,Fauda,SHOW,2015,TV-MA,40,"['war', 'thriller', 'action', 'drama']",['IL'],3,tt4565380,8.3,25239,22.242,2010
tm143085,Chappie,MOVIE,2015,R,120,"['scifi', 'drama', 'thriller', 'action', 'crime']","['MX', 'ZA', 'US']",0,tt1823672,6.8,247192,110.843,2010
tm209987,Christine,MOVIE,2016,R,115,['drama'],['US'],0,tt4666726,6.9,14977,8.408,2010
ts42022,El marginal,SHOW,2016,TV-MA,54,"['crime', 'drama', 'action', 'thriller']",['AR'],5,tt5820976,8.2,3799,140.468,2010
ts38415,Frontier,SHOW,2016,TV-MA,46,"['action', 'drama', 'history']",['CA'],3,tt4686698,7.1,20706,33.222,2010
tm137002,Bāhubali: The Beginning,MOVIE,2015,PG-13,159,"['drama', 'action', 'fantasy']",['IN'],0,tt2631186,8,117333,51.091,2010
ts43209,The Cuba Libre Story,SHOW,2015,TV-14,45,"['documentation', 'history', 'european']",['DE'],2,tt5319838,7.6,1583,3.19,2010
tm239676,Hush,MOVIE,2016,R,82,"['horror', 'thriller']",['US'],0,tt5022702,6.6,123667,12.617,2010
ts42169,ERASED,SHOW,2016,TV-14,22,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']",['JP'],1,tt5249462,8.5,42699,21.821,2010
ts41289,Flowers,SHOW,2016,TV-14,25,"['drama', 'comedy', 'european']",['GB'],2,tt5619658,8.1,5468,4.912,2010
tm138297,The Conjuring 2,MOVIE,2016,R,134,"['thriller', 'horror', 'drama']",['US'],0,tt3065204,7.3,260693,171.543,2010
ts38511,Love,SHOW,2016,TV-MA,32,"['drama', 'comedy', 'romance']",['US'],3,tt4061080,7.7,41362,23.492,2010
tm245271,Gantz:O,MOVIE,2016,NC-17,95,"['animation', 'scifi', 'action', 'drama', 'fantasy', 'thriller', 'horror']",['JP'],0,tt5923962,7.1,14501,24.212,2010
tm134791,Unfriended,MOVIE,2015,R,82,"['thriller', 'horror', 'drama']",['US'],0,tt3901018,5.5,73854,22.647,2010
ts21986,Good Witch,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],7,tt3906732,7.2,10392,41.602,2010
ts41149,The Ranch,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",['US'],5,tt4998212,7.4,37890,28.83,2010
tm135106,In a Valley of Violence,MOVIE,2016,R,104,"['thriller', 'western', 'drama', 'crime', 'action']",['US'],0,tt3608930,6,18452,18.124,2010
ts35775,Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,30,['comedy'],['US'],2,tt4341672,7.4,23674,16.899,2010
ts41975,Shooter,SHOW,2016,TV-14,41,"['war', 'drama', 'action']",['US'],3,tt4181172,7.5,35547,47.07,2010
tm196125,"Hello, My Name Is Doris",MOVIE,2015,R,95,"['romance', 'comedy', 'drama']",['US'],0,tt3766394,6.6,20377,14.663,2010
ts41490,Hap and Leonard,SHOW,2016,TV-MA,42,"['action', 'drama', 'crime', 'thriller']",['US'],3,tt3729898,7.6,7577,6.231,2010
ts36177,Glitch,SHOW,2015,TV-MA,52,"['scifi', 'drama', 'horror', 'thriller']",['AU'],3,tt4192782,7.3,17240,53.857,2010
